Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Korean_Steam,English_Steam
Dialog.Chapter4-2-20,,「これならもっと早いうちに探査機でも送り込んで調査しておけばよかったかな」,「これならもっと早いうちに探査機でも送り込んで調査しておけばよかったかな」,「早知道這樣就該更早丟幾台探測機進去調查一下。」,"I guess I should have sent a probe out there earlier to investigate this.""",「이럴 줄 알았으면 더 일찍 탐사기라도 보내서 조사해 둘 걸 그랬나」,"""I should have sent something to investigate them sooner."""
,,,,,,,
Dialog.Chapter4-2-21,,京が新しいチョコ菓子を口に運ぶ,京が新しいチョコ菓子を口に運ぶ,京又塞了一塊新的巧克力點心進嘴裡。,Kei brings a new chocolate candy to his mouth.,케이가 새로운 초코 과자를 입에 넣는다,Kei put a piece of some new chocolate sweets in her mouth.
,,,,,,,
Dialog.Chapter4-2-22,,「さて、財団アジトの方はどうなったかな？」,「さて、財団アジトの方はどうなったかな？」,「好了，來看看財團的據點現在怎樣了呢？」,"Now, what happened to the Foundation hideout?""","「자, 재단 아지트 쪽은 어떻게 됐을까?」","""I wonder how's the Foundation hideout doing."""
,,,,,,,
Dialog.Chapter4-2-23,,「うん。予想通り少しずつ復旧してるね。この調子なら全部復旧するまであと１時間くらいかな」,「うん。予想通り少しずつ復旧してるね。この調子なら全部復旧するまであと１時間くらいかな」,「嗯，如預期一樣正在一點一點復原。照這個速度，大概再過一小時就能全部修好吧。」,"Yes, it is. As I expected, the system is being restored little by little. At this rate, it will be about an hour before everything is restored.",「응. 예상대로 조금씩 복구하고 있네. 이 상태라면 전부 복구될 때까지 앞으로 １시간 정도려나」,"""As expected, they're coming back online little by little. Probably another hour until they restore everything."""
,,,,,,,
Dialog.Chapter4-2-24,,「しかしよく地下にこれだけの大規模構造を作ったね…まるで迷路だ」,「しかしよく地下にこれだけの大規模構造を作ったね…まるで迷路だ」,「不過他們竟然能在地下蓋出這種規模的結構……簡直是迷宮。」,"But how could you build such a large structure underground...it's like a maze.""",「하지만 지하에 이렇게 대규모 구조를 잘도 만들었네… 마치 미로 같아」,"""Kudos to them for building something so extensive underground. What a maze."""
,,,,,,,
Dialog.Chapter4-2-25,,「特に一番大事な中央指令室は定期的に部屋ごと地下トンネルで移動させてる…これは見つからないわけだ…」,「特に一番大事な中央指令室は定期的に部屋ごと地下トンネルで移動させてる…これは見つからないわけだ…」,「尤其是最重要的中央指揮室竟然還會定期整個房間沿著地下隧道移動……難怪我一直都找不到位置……」,"Especially the most important one, the central control room, which is regularly moved from room to room in underground tunnels... no wonder they can't find it...""",「특히 가장 중요한 중앙 지령실은 정기적으로 방째로 지하 터널로 이동시키고 있고… 이건 못 찾을 만하네…」,"""And they move their central command to a different room periodically... No wonder I can't find it..."""
,,,,,,,
,,,,,,,
,,,,,,,
Dialog.Chapter4-2-26,,「―――さて、そろそろ財団はココを特定したかな？」,「―――さて、そろそろ財団はココを特定したかな？」,「――好了，財團應該也差不多能夠鎖定這裡了吧？」,"―――Well, I guess it's about time the foundation identified this place.""","「―――자, 슬슬 재단은 여기를 특정했을까?」","""...About time the Foundation finds this place."""
,,,,,,,
Dialog.Chapter4-2-27,,「ちゃんと食いつくような“エサ”は用意しておいたし…。そろそろ私も準備しておこう」,「ちゃんと食いつくような“エサ”は用意しておいたし…。そろそろ私も準備しておこう」,「我有好好準備好會讓他們上鉤的「餌」……差不多我也得來準備一下了。」,I've prepared some bait for them to bite.... I'd better get ready too.,「제대로 물 만한 “미끼”는 준비해 뒀고…. 슬슬 나도 준비해 두자」,"""I've prepared a bait for them, so I should get ready."""
,,,,,,,
,アジト,,,,,,
,,,,,,,
Dialog.Chapter4-2-28,005号,「報告します。逆探知と実地調査により猫宮京のおおよその居場所を3か所に限定できました」,「報告します。逆探知と実地調査により猫宮京のおおよその居場所を3か所に限定できました」,「報告。經由反向追蹤與實地調查，已將貓宮京的大致所在地預計範圍縮小到三個區域。」,"""Report. Through tracing and on―site investigation, we were able to limit the approximate location of Nekomiya Kei to three locations.""",「보고합니다. 역탐지와 실지 조사를 통해 네코미야 케이의 대략적인 거처를 3곳으로 한정했습니다」,"""Report. Through reverse tracing and physical investigation, we have narrowed down Kei Nekomiya's location to three spots."""
,,,,,,,
Dialog.Chapter4-2-29,,「位置はシティの北東エリア、北西エリア、南西エリアの三つですが…、ここから更に特定するには時間がかかりそうです」,「位置はシティの北東エリア、北西エリア、南西エリアの三つですが…、ここから更に特定するには時間がかかりそうです」,「位置分別是都市的東北區、西北區和西南區……再從這裡往下精確鎖定，恐怕還需要一點時間。」,"""There are three locations in the northeast, northwest, and southwest areas of the city... but it will take time to identify more from here.","「위치는 시티의 북동 에어리어, 북서 에어리어, 남서 에어리어 세 곳입니다만… 여기서 더 특정하려면 시간이 걸릴 것 같습니다」","""One in the northeast section of the city, one in northwest, and one in southwest. It will take longer to verify further."""
,,,,,,,
Dialog.Chapter4-2-30,,「標準的な聖核戦姫ならクローンと戦闘員1部隊がで間違いなく制圧できると考えられますが…」,「標準的な聖核戦姫ならクローンと戦闘員1部隊がで間違いなく制圧できると考えられますが…」,「若對手只是標準水準的聖核戰姫，派一支由複製人和戰鬥員組成的部隊過去就應該能實現制壓，不過……」,"We believe that a clone and a squad of fighters would definitely be able to subdue a standard Seikaku Princess...""",「표준적인 성핵전희라면 클론과 전투원 1부대로 틀림없이 제압할 수 있을 것으로 생각됩니다만…」,"""An average Holy Core Battlemaiden requires a clone and soldier squad to suppress, but..."""
,,,,,,,
Dialog.Chapter4-2-30(1),SEL,候補地に今すぐ一部隊ずつ派遣しよう,候補地に今すぐ一部隊ずつ派遣しよう,立刻在每個候補地點各派一支部隊前往。,Let's send some troops to the candidate sites now.,후보지에 지금 즉시 일부대씩 파견하자,Send a squad to each of the locations.
,,,,,,,
Dialog.Chapter4-2-31,005号,「わかりました。本部の警備は少し手薄になりますが仕方ありません。」,「わかりました。本部の警備は少し手薄になりますが仕方ありません。」,「明白了。本部的警備雖然會變得有些薄弱，但也沒辦法了。」,"I understand. We'll be a little light on security at headquarters, but we'll have to do it.""",「알겠습니다. 본부 경비는 조금 허술해지겠지만 어쩔 수 없습니다.」,"""Roger. The security at headquaters will be thin, but that is to be expected."""
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Dialog.Chapter4-2-32,,―――数時間後,―――数時間後,―――數小時後,―――A few hours later,―――수 시간 후,Several hours later...
,ビル,,,,,,
Dialog.Chapter4-2-33,戦闘員1(通信),「部隊1、突入準備完了しました」,「部隊1、突入準備完了しました」,「第一部隊，突入準備完畢！」,"Troop 1, we're ready to go in.","「부대1, 돌입 준비 완료했습니다」","""Squad one, ready to go!"""
,ホテル,,,,,,
Dialog.Chapter4-2-34,戦闘員2(通信),「部隊2、いつでも突入できます！」,「部隊2、いつでも突入できます！」,「第二部隊，隨時可以突入！」,"Troop 2, we're ready to go in!","「부대2, 언제든 돌입할 수 있습니다!」","""Squad two, ready whenever!"""
,謎の施設,,,,,,
Dialog.Chapter4-2-35,戦闘員3(通信),「部隊3、準備完了です。」,「部隊3、準備完了です。」,「第三部隊，準備就緒。」,"Troop 3, we're ready for you.","「부대3, 준비 완료입니다.」","""Squad three, ready."""
,,,,,,,
Dialog.Chapter4-2-35(1),SEL,了解,了解,了解。,Copy that.,알겠다,Got it.
,アジト,,,,,,
Dialog.Chapter4-2-36,005号,「エレナを捕獲した今、我々の計画の達成は間近です。これ以上彼女の好きにさせるわけにはいきません」,「エレナを捕獲した今、我々の計画の達成は間近です。これ以上彼女の好きにさせるわけにはいきません」,「既然已經抓到艾蓮娜，那就離我們的計畫達成不遠了。不能再任由那女人胡作非為了。」,"Now that we have captured Erena, we are close to achieving our plan. We can't let her do what she wants any longer.""","「엘레나를 포획한 지금, 저희 계획 달성은 눈앞입니다. 이 이상 그녀 마음대로 하게 둘 수는 없습니다」","""After capturing Elena, our plan is one step close to completion. We cannot let Kei do whatever she wants."""
,,,,,,,
Dialog.Chapter4-2-36(1),SEL,ただ今より猫宮京捕獲作戦を開始する！全部隊突入開始！,ただ今より猫宮京捕獲作戦を開始する！全部隊突入開始！,現在起正式展開捕獲貓宮京作戰！全軍開始突入！,Operation to capture Nekomiya Kei will begin immediately! All units begin to move in!,지금부터 네코미야 케이 포획 작전을 개시한다! 전 부대 돌입 개시!,The operation to capture Kei Nekomiya starts now! Attack!
,,,,,,,
Dialog.Chapter4-2-37,戦闘員1，2，3,「「「はっ！」」」,「「「はっ！」」」,「「「是！」」」,"""""Ha!""""",「「「넷!」」」,"""Yes sir!"""
,,,,,,,
Dialog.Chapter4-2-38,戦闘員2,「―――報告！、こちら部隊2！ここにはいないようです！」,「―――報告！、こちら部隊2！ここにはいないようです！」,「―――回報！這裡是第二部隊！目標不在這裡！」,"""―――Report! This is Unit 2, they don't seem to be here!""","「―――보고!, 이쪽 부대2! 여기에는 없는 것 같습니다!」","""Squad two reporting in! She is not here!"""
,,,,,,,
Dialog.Chapter4-2-39,戦闘員3,「こちら部隊3、ここもどうやら違うようです！」,「こちら部隊3、ここもどうやら違うようです！」,「這裡是第三部隊，看來這裡也不是！」,"This is Unit 3, and apparently not here either!","「이쪽 부대3, 여기도 아무래도 다른 것 같습니다!」","""Squad three reporting in, this is not it!"""
,,,,,,,
Dialog.Chapter4-2-40,戦闘員1,「―――こちら部隊1！、複数の電子機器や実験道具を発見！ここが猫宮京の居場所で間違いはなさそうですが―――」,「―――こちら部隊1！、複数の電子機器や実験道具を発見！ここが猫宮京の居場所で間違いはなさそうですが―――」,「―――這裡是第一部隊！發現多台電子裝置與實驗器材！這裡應該就是貓宮京的藏身處，不過―――」,"We found multiple electronic devices and experimental equipment! There seems to be no mistake that this is Nekomiya Kei's location, but――""","「―――이쪽 부대1!, 복수의 전자기기나 실험 도구를 발견! 여기가 네코미야 케이의 거처인 것은 틀림없는 것 같습니다만―――――」","""Squad one reporting in! Electronics found! She was definitely here, but..."""
,,,,,,,
Dialog.Chapter4-2-40(1),SEL,なんだ？,なんだ？,「怎麼了？」,What is it?,뭐지?,What is it|
,,,,,,,
Dialog.Chapter4-2-41,戦闘員1,「最近までいた痕跡はあるものの…、どうやら既にここにはいないようです！」,「最近までいた痕跡はあるものの…、どうやら既にここにはいないようです！」,「雖然現場看起來剛有人待過的痕跡……但目標似乎已經不在這裡了！」,There are traces of their recent presence... but it seems they are no longer here!,「최근까지 있었던 흔적은 있지만… 아무래도 이미 여기에는 없는 것 같습니다!」,"""There were only traces until recently. She had already left!"""
,,,,,,,
,,,,,,,
,,,,,,,
Dialog.Chapter4-2-41(1),SEL,感づかれた…？いや、もしくは最初から来ることが分かっていた？,感づかれた…？いや、もしくは最初から来ることが分かっていた？,……被察覺了？不，還是說她從一開始就知道我們會來？,"Did they sense you...? No, or did they know you were coming from the beginning?","눈치챘나…? 아니, 혹은 처음부터 올 것을 알고 있었나?","Did she escape? No, did she know that we were coming?"
,,,,,,,
Dialog.Chapter4-2-42,戦闘員(通信),「報告します！施設がこれまでで最大規模のサイバー攻撃を受けています！施設が誤動作して多数の戦闘員と連絡が取れません！」,「報告します！施設がこれまでで最大規模のサイバー攻撃を受けています！施設が誤動作して多数の戦闘員と連絡が取れません！」,「報告！本設施正遭受至今規模最大的網路攻擊！系統大範圍誤動作，已經有大量戰鬥員失去聯係！」,"'Report! Our facility is under the largest cyber attack to date! The facility has malfunctioned and we have lost contact with numerous fighters!""",「보고합니다! 시설이 지금까지 중 최대 규모의 사이버 공격을 받고 있습니다! 시설이 오작동하여 다수의 전투원과 연락이 되지 않습니다!」,"""Emergency! We are suffering the worst cyberattack ever! The facility is malfunctioning and we lost contact with many soldiers!"""
,,,,,,,
Dialog.Chapter4-2-42(1),SEL,……部隊が動いたタイミングで大規模なサイバー攻撃？こちらの行動が全て読まれている？,……部隊が動いたタイミングで大規模なサイバー攻撃？こちらの行動が全て読まれている？,……在各部隊開始行動的同一時間發動大規模網攻？難道我們這邊的一舉一動全都被她看穿了？,Massive cyber attack at the same time the ...... unit moved? Is everything we do being read?,……부대가 움직인 타이밍에 대규모 사이버 공격? 이쪽의 행동이 전부 읽히고 있나?,A large-scale cyberattack as soon as we move our troops? Did she predict our actions?
,,,,,,,
,,,,,,,
,,,,,,,
Dialog.Chapter4-2-43,005号,「この規模の障害…もしかしたら内部からの操作の可能性も……、！！下がってください！」,「この規模の障害…もしかしたら内部からの操作の可能性も……、！！下がってください！」,「這種層級的障礙……有可能是從內部被人操作的……！各位，趕快後退！」,"""A failure of this magnitude...possibly an operation from within ......,! Please stand back!""",「이 규모의 장애… 어쩌면 내부에서의 조작 가능성도……!! 물러나십시오!」,"""Damage of this scale... It might be from within... Retreat!"""
,,,,,,,
Dialog.Chapter4-2-44,,その瞬間、天井が破壊され、瓦礫と共に何者かがアジト内に落下してくる,その瞬間、天井が破壊され、瓦礫と共に何者かがアジト内に落下してくる,就在那一瞬間，天花板被炸裂，伴隨著瓦礫，有人從上方墜入據點內。,"At that moment, the ceiling is destroyed and someone falls into the hideout along with the debris.","그 순간, 천장이 파괴되고, 잔해와 함께 누군가가 아지트 내로 낙하해 온다",The ceiling broke and someone fell into the hideout with the rubble.
,,,,,,,
Dialog.Chapter4-2-45,???,「ここがアジト最奥部か。案外あっさり入れたね」,「ここがアジト最奥部か。案外あっさり入れたね」,「這裡就是最深處啊。比我想像中還要好闖進來呢。」,This is the innermost part of the hideout. It was surprisingly easy to get in.,「여기가 아지트 가장 안쪽인가. 의외로 쉽게 들어왔네」,"""This is the deepest part, huh? Didn't take that long."""
,京　変身＆武器,,,,,,
Dialog.Chapter4-2-46,005号,「っ！、どうしてここが！」,「っ！、どうしてここが！」,「什、什麼！妳怎麼會在這裡！」,"I'm like, ""What? How did you find this place?","「윽!, 어째서 여기가!」","""How did you..."""
,,,,,,,
Dialog.Chapter4-2-47,京,「…この部屋の移動パターンと構造から推測しただけだよ。ここは電波が届かないから厄介だったけどね」,「…この部屋の移動パターンと構造から推測しただけだよ。ここは電波が届かないから厄介だったけどね」,「……只是從這個房間的移動模式和結構推算出來而已。這裡完全收不到電波，倒是真的有點麻煩。」,"'...I was just guessing based on the movement patterns and structure of this room. It was tricky, though, because there's no reception in here.""",「…이 방의 이동 패턴과 구조로 추측했을 뿐이야. 여기는 전파가 닿지 않아서 귀찮았지만」,"""I guessed based on the room's relocation pattern and structure. It was hard because there's no signal."""
,,,,,,,
Dialog.Chapter4-2-48,,「聖核戦姫、コード：フォスフォフィライト、猫宮京。とっとと全部ぶっ壊しちゃおうか――――――」,「聖核戦姫、コード：エメラルド、猫宮京。とっとと全部ぶっ壊しちゃおうか――――――」,「聖核戰姫，代號：綠寶石，貓宮京。乾脆把這裡全部拆光好了――――――」,"The Seikaku Princess, Code: Phosphophyllite, Nekomiya Kei. Let's destroy them all quickly. ――――――""","「성핵전희, 코드: 에메랄드, 네코미야 케이. 빨리 전부 부숴버릴까――――――」","""Holy Core Battlemaiden Code: Emerald, Kei Nekomiya. Time to break everything..."""
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Chapter 4-3,注釈,,,,,,
,アジト,,,,,,
Dialog.Chapter4-3-1,京,「どう？周りに壊しちゃいけないものが沢山ある中での戦闘は」,「どう？周りに壊しちゃいけないものが沢山ある中での戦闘は」,「怎麼樣？在周圍一堆不能亂拆的東西中間打起來，好玩嗎？」,"How is it? How's the battle going with so many things around you that shouldn't be destroyed?""",「어때? 주위에 부수면 안 되는 것이 잔뜩 있는 와중에서의 전투는」,"""How does it feel to fight in a place where you can't break anything?"""
,,,,,,,
Dialog.Chapter4-3-2,072号,「ぐっ、コイツっ、ちょこまかとっ！」,「ぐっ、コイツっ、ちょこまかとっ！」,「呃……這傢伙的動作也太靈了！」,He's moving all over the place!,"「크윽, 이 자식, 재빠르게!」","""You...!"""
,,,,,,,
Dialog.Chapter4-3-3,京,「私は戦闘能力ではエレナ先輩に遠く及ばないからね。正面からは戦わないさ」,「私は戦闘能力ではエレナ先輩に遠く及ばないからね。正面からは戦わないさ」,「畢竟我的戰鬥能力遠遠不如艾蓮娜前輩啊。所以我可不會跟你們正面硬拼。」,"I'm not as good a fighter as Erena-senpai,"" he said. I won't fight her head―on.""",「나는 전투 능력으로는 엘레나 선배에게 한참 못 미치니까. 정면으로는 싸우지 않아」,"""I'm not nearly as powerful as Elena, so I never fight head-on."""
,,,,,,,
Dialog.Chapter4-3-4,005号,「72号！、何をやってるんですか！また調整室に入りたいですか？！」,「072号！、何をやってるんですか！また調整室に入りたいですか？！」,「072號！你在幹什麼！還想再進調整室嗎？！」,No. 72! What are you doing? Do you want to go back into the control room?,"「072호!, 뭘 하고 있는 겁니까! 또 조정실에 들어가고 싶습니까?!」","""072, what are you doing? Do you want to be adjusted again?"""
,,,,,,,
Dialog.Chapter4-3-5,072号,「っ！、申し訳ありませんっ、動きが早くてっ！」,「っ！、申し訳ありませんっ、動きが早くてっ！」,「！非常抱歉！她的動作實在太快了！」,"I'm sorry, I'm moving too fast! I'm sorry, I'm moving too fast!""","「윽!, 죄송합니다, 움직임이 빨라서!」","""Sorry! She moved too fast!"""
,,,,,,,
Dialog.Chapter4-3-6,京,「この戦闘スタイル…水無瀬六花のクローンかな？…本人より強いんじゃない？」,「この戦闘スタイル…水無瀬六花のクローンかな？…本人より強いんじゃない？」,「這種戰鬥風格……是水無瀨六花的複製體吧？……感覺比本尊還強欸？」,"""This fighting style...is he a clone of Minase Rikka? Is she stronger than Minase Rikka herself?",「이 전투 스타일… 미나세 릿카의 클론인가?… 본인보다 강한 거 아니야?」,"""This style... Are you a Rikka Minase clone? Aren't you more powerful than the original?"""
,,,,,,,
Dialog.Chapter4-3-7,触手怪人,「小娘がっ！こんな所に一人で乗り込んできて帰れると思うなっ！」,「一介の聖核戦姫がっ！こんな所に一人で乗り込んできて帰れると思うなっ！」,「區區一介聖核戰姬！別以為獨自闖進這種地方還能全身而退！」,"You little bitch! You think you can just ride into a place like this by yourself and go home!""",「일개 성핵전희가! 이런 곳에 혼자 쳐들어와서 돌아갈 수 있다고 생각하지 마라!」,"""A mere Holy Core Battlemaiden... Don't think you can come in alone and go back out alive!"""
,,,,,,,
Dialog.Chapter4-3-8,京,「おっと…これが触手細胞技術の上位怪人ね…知性を維持できる範囲なら戦闘力はこんなものか」,「おっと…これが触手細胞技術の上位怪人ね…知性を維持できる範囲なら戦闘力はこんなもんか…」,「喔……這就是你們那套觸手細胞技術做出來的高階怪人嗎……若要維持智力的話，戰鬥力大概也就這個水準吧……」,"Oops... so this is the higher level monster of tentacle cell technology... so much for combat power as long as it can maintain its intelligence.""",「어이쿠… 이게 촉수 세포 기술의 상위 괴인이네… 지능을 유지할 수 있는 범위라면 전투력은 이 정도인가…」,"""Whoa, an advanced tentacle monster... So this is how powerful you can be while staying sane..."""
,,,,,,,
Dialog.Chapter4-3-9,触手怪人,「このクソガキっ！言わせておけばっ！」,「このメスネコがっ！言わせておけばっ！」,「妳這隻母貓！再囂張試試看！」,"You little shit! Let him say it!""",「이 암고양이년! 말을 함부로 하다니!」,"""Shut your hole!"""
,,,,,,,
Dialog.Chapter4-3-10,005号,「敵は一人です！今の私達なら落ち着いて戦えば勝てない相手ではありません！」,「敵は一人です！今の私達なら落ち着いて戦えば勝てない相手ではありません！」,「敵人只有一人！以我們現在的戰力，只要冷靜應戰不會打不贏的！」,"The enemy is one man! If we fight calmly now, we are not an opponent we can't beat!""",「적은 한 명입니다! 지금의 우리라면 침착하게 싸우면 이기지 못할 상대는 아닙니다!」,"""She's alone! If we keep our heads cool, we might be able to take her down!"""
,,,,,,,
Dialog.Chapter4-3-11,京,「冷静なのもいるね…クローンでも性能には個体差があるのかな？」,「冷静なのもいるね…クローンでも性能には個体差があるのかな？」,「還挺冷靜的嘛……就算是複製人，個體性能也有差嗎？」,'Some of them are cool...I wonder if there are individual differences in performance even among clones?',「냉정한 녀석도 있네… 클론이라도 성능에는 개체차가 있는 걸까?」,"""Oh, so there are some calm ones. I suppose clones also have different personalities."""
,,,,,,,
Dialog.Chapter4-3-12,京,「まあいいや。他の戦闘員が集まってくる前に全員倒しちゃおう」,「まあいいや。他の戦闘員が集まってくる前に全員倒しちゃおう」,「算了。在其他戰鬥員趕來之前得趕緊把你們全部收拾掉。」,"I'm not going to let them get away with it. Let's take them all out before the other combatants gather.""",「뭐 됐어. 다른 전투원들이 모여들기 전에 전부 쓰러뜨려 버리자」,"""Whatever, I'll take you all down before everyone else gets here."""
,,,,,,,
Dialog.Chapter4-3-13,京,「出力全開―――エレナたちは返してもらうよ！」,「出力全開―――エレナたちは返してもらうよ！」,「輸出全開——艾蓮娜她們我可是要帶回去了！」,"Full output―――Erena and the others will be returned!""",「출력 전개――― 엘레나와 동료들을 돌려받겠어!」,"""Time to go all out! I'll bring Elena and the others back!"""
,,,,,,,
,,戦闘開始,戦闘開始,,戦闘開始,전투 시작,Combat Starts
,,,,,,,
,,戦闘終了,戦闘終了,,戦闘終了,전투 종료,Combat Ends
,アジト,,,,,,
Dialog.Chapter4-3-14,京,「――――降参だ。もう攻撃はしない」,「――――降参だ。もう攻撃はしない」,「――――我投降。我不會再攻擊了。」,"""I give up ――――. No more attacks.""",「――――항복이다. 이제 공격은 하지 않아」,"""...I give up. I'm not attacking anymore."""
,,,,,,,
Dialog.Chapter4-3-15,005号,「ハアッ、ハアッ、…！？、触手怪人！直ちに猫宮京を拘束してください！」,「ハアッ、ハアッ、…！？、触手怪人！直ちに猫宮京を拘束してください！」,「哈啊、哈啊……！？ 觸手怪人！立刻把貓宮京拘束起來！」,"""Hah, hah, hah...! !"", tentacle monster! Immediately restrain Nekomiya Kei!""","「하앗, 하앗, …!?, 촉수 괴인! 즉시 네코미야 케이를 구속하십시오!」","""Huff... Puff... Tentacle Man, capture Kei Nekomiya now!"""
,,,,,,,
Dialog.Chapter4-3-16,触手怪人,「……っ、了解した！」,「……っ、了解した！」,「……明白！」,"""......, got it!""","「……윽, 알겠다!」","""R-Roger that!"""
,暗転,,,,,,
,Kei story 2-1,,,,,,
Dialog.Chapter4-3-17,,京は怪人の触手によって全身をがっちりと拘束される,京は怪人の触手によって全身をがっちりと拘束される,京被怪人的觸手死死纏住，整個身體動彈不得。,Kei's entire body is tightly bound by the monster's tentacles.,케이는 괴인의 촉수에 의해 온몸이 단단히 구속된다,Kei was immediately wrapped up in tentacles.
,,,,,,,
Dialog.Chapter4-3-18,触手怪人,「このメスガキッ、散々アジトをめちゃくちゃにしやがって！もう逃げられると思うなよ！」,「このクソメスがッ、散々アジトをめちゃくちゃにしやがって！もう逃げられると思うなよ！」,「妳這臭女人，把我們的據點搞得一團亂！別以為還能跑得掉！」,"You little bitch, you've made a mess of our hideout! Don't think you can get away with this!""","「이 망할 암컷이, 실컷 아지트를 엉망으로 만들고! 이제 도망칠 수 있다고 생각하지 마라!」","""You bratty little girl, messing up our hideout just like that! Don't think you can get away from us!"""
,,,,,,,
Dialog.Chapter4-3-19,京,「ああ。これ以上戦い続けても勝ち目は薄そうだったからね。無駄なことはしないさ」,「ああ。これ以上戦い続けても勝ち目は薄そうだったからね。無駄なことはしないさ」,「嗯。就算再打下去我的勝算也不高，我不喜歡做無謂的掙扎。」,"I was just too weak to fight any longer. ""Yeah. It didn't look like I was going to win if I kept fighting. I'm not going to waste my time.""",「아아. 이 이상 싸워봤자 승산이 희박해 보였으니까. 쓸데없는 짓은 하지 않아」,"""Yeah, I won't do anything stupid. Not like I could win even if I kept going anyway."""
,,,,,,,
Dialog.Chapter4-3-20,005号,「…っ、とにかく早く猫宮京を無力化してください！中央司令部は速やかに移動を！これ以上何をされるかわかりません！」,「…っ、とにかく早く猫宮京を無力化してください！中央司令部は速やかに移動を！これ以上何をされるかわかりません！」,「…總之先儘快掠奪貓宮京的行動能力！立刻轉移中央司令部！再拖下去不知道她還會做什麼！」,"""...anyway, please neutralize Nekomiya Kei as soon as possible! The Central Command must move quickly! I don't know what more they can do to us!""","「…윽, 어쨌든 빨리 네코미야 케이를 무력화하십시오! 중앙 지령부는 신속히 이동을! 이 이상 뭘 당할지 모릅니다!」","""...Neutralize Kei Nekomiya now! Move the Central Command immediately, anything could happen next!"""
,,,,,,,
Dialog.Chapter4-3-21,触手怪人,「ああっ、承知した。これだけの被害を出されたのだ、この我々を舐め腐ったメスガキを徹底的に教育せねばな！」,「ああっ、承知した。これだけの被害を出されたのだ、この我々を舐め腐った聖核戦姫を徹底的に教育せねばな！」,「啊啊，知道了。既然讓我們蒙受這麼大的損失，就得好好「教訓」一下這個把我們看扁的聖核戰姫才行呢！」,"""Ah, yes, I understand. After all this damage has been done, we must thoroughly educate this little bitch who licked us!""","「아아, 알았다. 이만큼의 피해를 입힌 것이다, 우리를 깔본 성핵전희를 철저히 교육해야지!」","""Understood. We will have to re-educate the Holy Core Battlemaidens that wrecked our place."""
,,,,,,,
Dialog.Chapter4-3-22,京,「こうなった以上無駄な抵抗はしないさ。お手柔らかに頼むよ。」,「こうなった以上無駄な抵抗はしないさ。お手柔らかに頼むよ。」,「既然事已至此我也不打算做多餘的抵抗了。還請手下留情喔。」,I'm not going to waste my breath now that it's come to this. Please be gentle with me.,「이렇게 된 이상 쓸데없는 저항은 하지 않아. 살살 부탁해.」,"""I will not resist. Please be gentle."""
,,,,,,,
Dialog.Chapter4-3-23,触手怪人,「……この期に及んでまだ余裕な態度を崩さないとは…！グフフッ、そのすまし顔がいつまで続くか楽しみだ！」,「……この期に及んでまだ余裕な態度を崩さないとは…！グフフッ、そのすまし顔がいつまで続くか楽しみだ！」,「……這都什麼情況了，她還是一副很從容的樣子……！咕呵呵，就看看那張若無其事的臉能維持到什麼時候吧！」,"""...... I can't believe you still have a relaxed attitude at this stage of the game...! I can't wait to see how long you can keep that smug look on your face!""","「……이 지경에 이르러서도 아직 여유로운 태도를 잃지 않다니…! 크흐흐, 그 새침한 얼굴이 언제까지 갈지 기대되는군!」","""...Still acting like you know what's going on, huh? I wonder how long you can keep up that look on your face!"""
,Kei　story2-2,,,,,,
Dialog.Chapter4-3-24,,触手怪人は京の小さな口に触手をねじ込む,触手怪人は京の口に触手をねじ込む,觸手怪人伸出一條觸手，粗暴地捂住了京的嘴。,The tentacle monster screws its tentacles into Kei's tiny mouth.,촉수 괴인은 케이의 입에 촉수를 쑤셔 넣는다,The Tentacle Man stuck a tentacle in Kei's mouth.
,,,,,,,
Dialog.Chapter4-3-25,京,「むぐっ」,「むぐっ」,「唔……！」,"Mugg.""",「읍」,"""Ugmmm."""
,,,,,,,
Dialog.Chapter4-3-26,触手怪人,「くらえっ！足腰が立たないくらいに飲ませてやるっ！」,「くらえっ！足腰が立たないくらいに飲ませてやるっ！」,「給我好好嚐嚐吧！我會讓妳連站都站不起來！」,"I'll make you drink so much you won't be able to stand on your feet! I'll make you drink so much you won't be able to stand on your feet!""",「받아라! 허리도 못 펼 정도로 마시게 해주마!」,"""Eat this! I'm going to pump you full of it until you can't stand!"""
,Kei　story　2ｰ3,,,,,,
Dialog.Chapter4-3-27,京,「ゴボッ！？、グッ…、ゴクッ、ゴクッ…ぷはっ」,「ゴボッ！？、グッ…、ゴクッ、ゴクッ…ぷはっ」,「咕、咳……！咕、咕嚥……噗哈……」,"Gobo! Gobo..., Gobo..., Gobo..., Gobo..., Gobo..., Gobo..., Gobo..., Puha...""","「꿀꺽!?, 윽… 꿀꺽, 꿀꺽… 푸핫」","""Ugh... Guh... Pffafa..."""
,,,,,,,
